Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
1974,MALE,WHITE NON HISP,CHRIS,14,90
1974,MALE,WHITE NON HISP,MAXIMUS,14,90
1974,MALE,WHITE NON HISP,LAZER,14,90
1974,MALE,WHITE NON HISP,REID,14,90
1974,MALE,WHITE NON HISP,REUVEN,14,90
1974,MALE,WHITE NON HISP,HERSH,14,90
1974,MALE,WHITE NON HISP,NOSSON,13,91
1974,MALE,WHITE NON HISP,MYLES,13,91
1974,MALE,WHITE NON HISP,BENZION,13,91
1974,MALE,WHITE NON HISP,SHALOM,13,91
1974,MALE,WHITE NON HISP,YOUSEF,13,91
1974,MALE,WHITE NON HISP,PINCHAS,13,91
1974,MALE,WHITE NON HISP,MUHAMMAD,13,91
1974,MALE,WHITE NON HISP,YECHEZKEL,13,91
1974,MALE,WHITE NON HISP,MYLES,13,91
1974,MALE,WHITE NON HISP,GREGORY,13,91
1974,MALE,WHITE NON HISP,SHALOM,13,91
1974,MALE,WHITE NON HISP,HARRY,13,91
1974,MALE,WHITE NON HISP,BENZION,13,91
1974,MALE,WHITE NON HISP,PRESTON,13,91
1974,MALE,WHITE NON HISP,PINCHUS,13,91
1974,MALE,WHITE NON HISP,PINCHAS,13,91
1974,MALE,WHITE NON HISP,PRESTON,13,91
1974,MALE,WHITE NON HISP,NOSSON,13,91
1974,MALE,WHITE NON HISP,EMMETT,13,91
1974,MALE,WHITE NON HISP,MARC,13,91
1974,MALE,WHITE NON HISP,EMMETT,13,91
1974,MALE,WHITE NON HISP,MUHAMMAD,13,91
1974,MALE,WHITE NON HISP,YECHEZKEL,13,91
1974,MALE,WHITE NON HISP,YOUSEF,13,91
1974,MALE,WHITE NON HISP,PINCHUS,13,91
1974,MALE,WHITE NON HISP,THEO,12,92
1974,MALE,WHITE NON HISP,ROWAN,12,92
1974,MALE,WHITE NON HISP,ELAN,12,92
1974,MALE,WHITE NON HISP,NICO,12,92
1974,MALE,WHITE NON HISP,NICO,12,92
1974,MALE,WHITE NON HISP,ZALMEN,12,92
1974,MALE,WHITE NON HISP,SHLOIME,12,92
1974,MALE,WHITE NON HISP,FRANCESCO,12,92
1974,MALE,WHITE NON HISP,WESLEY,12,92
1974,MALE,WHITE NON HISP,THEO,12,92
1974,MALE,WHITE NON HISP,JAXON,12,92
1974,MALE,WHITE NON HISP,RONAN,12,92
1974,MALE,WHITE NON HISP,WESLEY,12,92
1974,MALE,WHITE NON HISP,ROWAN,12,92
1974,MALE,WHITE NON HISP,BENTZION,12,92
1974,MALE,WHITE NON HISP,ELAN,12,92
1974,MALE,WHITE NON HISP,FRANCESCO,12,92
1974,MALE,WHITE NON HISP,MALIK,12,92
1974,MALE,WHITE NON HISP,SHOLOM,12,92
1974,MALE,WHITE NON HISP,MALIK,12,92
1974,MALE,WHITE NON HISP,BRADLEY,12,92
1974,MALE,WHITE NON HISP,BRADLEY,12,92
1974,MALE,WHITE NON HISP,AVERY,12,92
1974,MALE,WHITE NON HISP,ZALMEN,12,92
1974,MALE,WHITE NON HISP,BENTZION,12,92
1974,MALE,WHITE NON HISP,QUINN,12,92
1974,MALE,WHITE NON HISP,SILAS,12,92
1974,MALE,WHITE NON HISP,JAXON,12,92
1974,MALE,WHITE NON HISP,RONAN,12,92
1974,MALE,WHITE NON HISP,SHOLOM,12,92
1974,MALE,WHITE NON HISP,AVERY,12,92
1974,MALE,WHITE NON HISP,SILAS,12,92
1974,MALE,WHITE NON HISP,QUINN,12,92
1974,MALE,WHITE NON HISP,AHRON,11,93
1974,MALE,WHITE NON HISP,MOHAMMAD,11,93
1974,MALE,WHITE NON HISP,BECKETT,11,93
1974,MALE,WHITE NON HISP,YOUSSEF,11,93
1974,MALE,WHITE NON HISP,MARCUS,11,93
1974,MALE,WHITE NON HISP,NIKITA,11,93
1974,MALE,WHITE NON HISP,ARCHER,11,93
1974,MALE,WHITE NON HISP,REED,11,93
1974,MALE,WHITE NON HISP,SHEA,11,93
1974,MALE,WHITE NON HISP,YOSSI,11,93
1974,MALE,WHITE NON HISP,SHEA,11,93
1974,MALE,WHITE NON HISP,BORUCH,11,93
1974,MALE,WHITE NON HISP,ELUZER,11,93
1974,MALE,WHITE NON HISP,ELLIS,11,93
1974,MALE,WHITE NON HISP,SHLOMA,11,93
1974,MALE,WHITE NON HISP,REED,11,93
1974,MALE,WHITE NON HISP,MOHAMMAD,11,93
1974,MALE,WHITE NON HISP,NIKITA,11,93
1974,MALE,WHITE NON HISP,CALVIN,11,93
1974,MALE,WHITE NON HISP,BORUCH,11,93
1974,MALE,WHITE NON HISP,BINYOMIN,11,93
1974,MALE,WHITE NON HISP,SHLOMA,11,93
1974,MALE,WHITE NON HISP,ANDERSON,11,93
1974,MALE,WHITE NON HISP,BECKETT,11,93
1974,MALE,WHITE NON HISP,ELUZER,11,93
1974,MALE,WHITE NON HISP,AHRON,11,93
1974,MALE,WHITE NON HISP,YISRAEL,11,93
1974,MALE,WHITE NON HISP,ELLIS,11,93
1974,MALE,WHITE NON HISP,ARCHER,11,93
1974,MALE,WHITE NON HISP,ANDERSON,11,93
1974,MALE,WHITE NON HISP,YOSSI,11,93
1974,MALE,WHITE NON HISP,YOUSSEF,11,93
1974,MALE,WHITE NON HISP,CALVIN,11,93
1974,MALE,WHITE NON HISP,ALEKSANDER,10,94
1974,MALE,WHITE NON HISP,SHNEUR,10,94
1974,MALE,WHITE NON HISP,DEVIN,10,94
1974,MALE,WHITE NON HISP,JAD,10,94
1974,MALE,WHITE NON HISP,JACE,10,94
1974,MALE,WHITE NON HISP,SAMI,10,94
1974,MALE,WHITE NON HISP,BENNETT,10,94
1974,MALE,WHITE NON HISP,ISAIAH,10,94
1974,MALE,WHITE NON HISP,MAKSIM,10,94
1974,MALE,WHITE NON HISP,ATTICUS,10,94
1974,MALE,WHITE NON HISP,MAKSIM,10,94
1974,MALE,WHITE NON HISP,DEVIN,10,94
1974,MALE,WHITE NON HISP,ELLIOTT,10,94
1974,MALE,WHITE NON HISP,SAMIR,10,94
1974,MALE,WHITE NON HISP,YONA,10,94
1974,MALE,WHITE NON HISP,SHNEUR,10,94
1974,MALE,WHITE NON HISP,CHESKEL,10,94
1974,MALE,WHITE NON HISP,TOMAS,10,94
1974,MALE,WHITE NON HISP,YONA,10,94
1974,MALE,WHITE NON HISP,MEYER,10,94
1974,MALE,WHITE NON HISP,ELLIOTT,10,94
1974,MALE,WHITE NON HISP,ATTICUS,10,94
1974,MALE,WHITE NON HISP,FREDERICK,10,94
1974,MALE,WHITE NON HISP,ERIK,10,94
1974,MALE,WHITE NON HISP,EZRIEL,10,94
1974,MALE,WHITE NON HISP,FREDERICK,10,94
1974,MALE,WHITE NON HISP,MEYER,10,94
1974,MALE,WHITE NON HISP,JULIEN,10,94
1974,MALE,WHITE NON HISP,CHESKEL,10,94
1974,MALE,WHITE NON HISP,ALEKSANDER,10,94
1974,MALE,WHITE NON HISP,SAMIR,10,94
1974,MALE,WHITE NON HISP,SAMI,10,94
1974,MALE,WHITE NON HISP,EZRIEL,10,94
1974,MALE,WHITE NON HISP,ZAIN,10,94
1974,MALE,WHITE NON HISP,HARVEY,10,94
1974,MALE,WHITE NON HISP,ZAIN,10,94
1974,MALE,WHITE NON HISP,HAYDEN,10,94
1974,MALE,WHITE NON HISP,ISSAC,10,94
1974,MALE,WHITE NON HISP,ISAIAH,10,94
1974,MALE,WHITE NON HISP,ISSAC,10,94
1974,MALE,WHITE NON HISP,NIKOLAS,10,94
1974,MALE,WHITE NON HISP,JACE,10,94
1974,MALE,WHITE NON HISP,JAD,10,94
1974,MALE,WHITE NON HISP,NIKOLAS,10,94
1974,MALE,WHITE NON HISP,HAYDEN,10,94
1974,MALE,WHITE NON HISP,JULIEN,10,94
1974,MALE,WHITE NON HISP,BENNETT,10,94
1974,MALE,WHITE NON HISP,HARVEY,10,94
1974,MALE,WHITE NON HISP,ERIK,10,94
1966,FEMALE,SOUTH AFRICA,SOPHIA,119,1
1966,FEMALE,SOUTH AFRICA,SOPHIA,119,1
1966,FEMALE,SOUTH AFRICA,Sipho,106,2
1966,FEMALE,SOUTH AFRICA,Sipho,106,2
1966,FEMALE,SOUTH AFRICA,EMILY,93,3
1966,FEMALE,SOUTH AFRICA,EMILY,93,3
1966,FEMALE,SOUTH AFRICA,Lwazi,89,4
1966,FEMALE,SOUTH AFRICA,Lwazi,89,4
1966,FEMALE,SOUTH AFRICA,norah,75,5
1966,FEMALE,SOUTH AFRICA,norah,75,5
1966,FEMALE,SOUTH AFRICA,ISABELLA,67,6
1966,FEMALE,SOUTH AFRICA,ISABELLA,67,6
1966,FEMALE,SOUTH AFRICA,TIFFANY,54,7
1966,FEMALE,SOUTH AFRICA,TIFFANY,54,7
1966,FEMALE,SOUTH AFRICA,ASHLEY,52,8
1966,FEMALE,SOUTH AFRICA,ASHLEY,52,8
1966,FEMALE,SOUTH AFRICA,FIONA,48,9
1966,FEMALE,SOUTH AFRICA,FIONA,48,9
1966,FEMALE,SOUTH AFRICA,ANGELA,47,10
1966,FEMALE,SOUTH AFRICA,ANGELA,47,10
1966,FEMALE,SOUTH AFRICA,VIVIAN,44,11
1966,FEMALE,SOUTH AFRICA,VIVIAN,44,11
1966,FEMALE,SOUTH AFRICA,MICHELLE,42,12
1966,FEMALE,SOUTH AFRICA,MICHELLE,42,12
1966,FEMALE,SOUTH AFRICA,JOANNA,38,13
1966,FEMALE,SOUTH AFRICA,JOANNA,38,13
1966,FEMALE,SOUTH AFRICA,SARAH,38,13
1966,FEMALE,SOUTH AFRICA,SARAH,38,13
1966,FEMALE,SOUTH AFRICA,MIA,36,14
1966,FEMALE,SOUTH AFRICA,MIA,36,14
1966,FEMALE,SOUTH AFRICA,IVY,35,15
1966,FEMALE,SOUTH AFRICA,IVY,35,15
1966,FEMALE,SOUTH AFRICA,NICOLE,33,16
1966,FEMALE,SOUTH AFRICA,GRACE,33,16
1966,FEMALE,SOUTH AFRICA,NICOLE,33,16
1966,FEMALE,SOUTH AFRICA,GRACE,33,16
1966,FEMALE,SOUTH AFRICA,VICKY,32,17
1966,FEMALE,SOUTH AFRICA,VICKY,32,17
1966,FEMALE,SOUTH AFRICA,JASMINE,31,18
1966,FEMALE,SOUTH AFRICA,JASMINE,31,18
1966,FEMALE,SOUTH AFRICA,ANNA,30,19
1966,FEMALE,SOUTH AFRICA,ANNA,30,19
1966,FEMALE,SOUTH AFRICA,ELAINE,28,20
1966,FEMALE,SOUTH AFRICA,ELAINE,28,20
1966,FEMALE,SOUTH AFRICA,CLAIRE,27,21
1966,FEMALE,SOUTH AFRICA,JENNY,27,21
1966,FEMALE,SOUTH AFRICA,ALICE,27,21
1966,FEMALE,SOUTH AFRICA,ALICE,27,21
1966,FEMALE,SOUTH AFRICA,CATHERINE,27,21
1966,FEMALE,SOUTH AFRICA,CATHERINE,27,21
1966,FEMALE,SOUTH AFRICA,CLAIRE,27,21
1966,FEMALE,SOUTH AFRICA,MAYA,27,21
1966,FEMALE,SOUTH AFRICA,MAYA,27,21
1966,FEMALE,SOUTH AFRICA,JENNY,27,21
1966,FEMALE,SOUTH AFRICA,SELINA,26,22
1966,FEMALE,SOUTH AFRICA,NATHI,26,22
1966,FEMALE,SOUTH AFRICA,ANGELINA,26,22
1966,FEMALE,SOUTH AFRICA,NATHI,26,22
1966,FEMALE,SOUTH AFRICA,TENZIN,26,22
1966,FEMALE,SOUTH AFRICA,TENZIN,26,22
1966,FEMALE,SOUTH AFRICA,ALYSSA,26,22
1966,FEMALE,SOUTH AFRICA,ALYSSA,26,22
1966,FEMALE,SOUTH AFRICA,ANGELINA,26,22
1966,FEMALE,SOUTH AFRICA,JESSICA,26,22
1966,FEMALE,SOUTH AFRICA,JESSICA,26,22
1966,FEMALE,SOUTH AFRICA,SELINA,26,22
1966,FEMALE,SOUTH AFRICA,ELLA,25,23
1966,FEMALE,SOUTH AFRICA,ZOE,25,23
1966,FEMALE,SOUTH AFRICA,WINNIE,25,23
1966,FEMALE,SOUTH AFRICA,ALINA,25,23
1966,FEMALE,SOUTH AFRICA,SOPHIE,25,23
1966,FEMALE,SOUTH AFRICA,ELLA,25,23
1966,FEMALE,SOUTH AFRICA,SOPHIE,25,23
1966,FEMALE,SOUTH AFRICA,WINNIE,25,23
1966,FEMALE,SOUTH AFRICA,ZOE,25,23
1966,FEMALE,SOUTH AFRICA,ALINA,25,23
1966,FEMALE,SOUTH AFRICA,JULIA,24,24
1966,FEMALE,SOUTH AFRICA,SARA,24,24
1966,FEMALE,SOUTH AFRICA,FATIMA,24,24
1966,FEMALE,SOUTH AFRICA,ABIGAIL,24,24
1966,FEMALE,SOUTH AFRICA,JULIA,24,24
1966,FEMALE,SOUTH AFRICA,AMY,24,24
1966,FEMALE,SOUTH AFRICA,SARA,24,24
1966,FEMALE,SOUTH AFRICA,AMY,24,24
1966,FEMALE,SOUTH AFRICA,FATIMA,24,24
1966,FEMALE,SOUTH AFRICA,ABIGAIL,24,24
1966,FEMALE,SOUTH AFRICA,SABRINA,23,25
1966,FEMALE,SOUTH AFRICA,TOLLY,23,25
1966,FEMALE,SOUTH AFRICA,AVA,23,25
1966,FEMALE,SOUTH AFRICA,AVA,23,25
1966,FEMALE,SOUTH AFRICA,HANNAH,23,25
1966,FEMALE,SOUTH AFRICA,HANNAH,23,25
1966,FEMALE,SOUTH AFRICA,TOLLY,23,25
1966,FEMALE,SOUTH AFRICA,SABRINA,23,25
1966,FEMALE,SOUTH AFRICA,EVA,22,26
1966,FEMALE,SOUTH AFRICA,VICTORIA,22,26
1966,FEMALE,SOUTH AFRICA,KAREN,22,26
1966,FEMALE,SOUTH AFRICA,AMANDA,22,26
1966,FEMALE,SOUTH AFRICA,KELLY,22,26
1966,FEMALE,SOUTH AFRICA,KELLY,22,26
1966,FEMALE,SOUTH AFRICA,SAMANTHA,22,26
1966,FEMALE,SOUTH AFRICA,EVA,22,26
1966,FEMALE,SOUTH AFRICA,JOYCE,22,26
1966,FEMALE,SOUTH AFRICA,JOYCE,22,26
1966,FEMALE,SOUTH AFRICA,SAMANTHA,22,26
1966,FEMALE,SOUTH AFRICA,STEPHANIE,22,26
1966,FEMALE,SOUTH AFRICA,KAREN,22,26
1966,FEMALE,SOUTH AFRICA,STEPHANIE,22,26
1966,FEMALE,SOUTH AFRICA,AMANDA,22,26
1966,FEMALE,SOUTH AFRICA,ANGEL,22,26
1966,FEMALE,SOUTH AFRICA,ANGEL,22,26
1966,FEMALE,SOUTH AFRICA,KAYLA,21,27
1966,FEMALE,SOUTH AFRICA,KATHERINE,21,27
1966,FEMALE,SOUTH AFRICA,KATHERINE,21,27
1966,FEMALE,SOUTH AFRICA,NINA,21,27
1966,FEMALE,SOUTH AFRICA,NINA,21,27
1966,FEMALE,SOUTH AFRICA,KAYLA,21,27
1966,FEMALE,SOUTH AFRICA,CHRISTINA,20,28
1966,FEMALE,SOUTH AFRICA,IRENE,20,28
1966,FEMALE,SOUTH AFRICA,CHRISTINA,20,28
1966,FEMALE,SOUTH AFRICA,MDUDUZI,20,28
1966,FEMALE,SOUTH AFRICA,ANNIE,20,28
1966,FEMALE,SOUTH AFRICA,ANNIE,20,28
1966,FEMALE,SOUTH AFRICA,SHARON,20,28
1966,FEMALE,SOUTH AFRICA,NATALIE,20,28
1966,FEMALE,SOUTH AFRICA,NATALIE,20,28
1966,FEMALE,SOUTH AFRICA,SHARON,20,28
1966,FEMALE,SOUTH AFRICA,MDUDUZI,20,28
1966,FEMALE,SOUTH AFRICA,IRENE,20,28
1966,FEMALE,SOUTH AFRICA,ZAHRA,19,29
1966,FEMALE,SOUTH AFRICA,MADISON,19,29
1966,FEMALE,SOUTH AFRICA,SOFIA,19,29
1966,FEMALE,SOUTH AFRICA,AUDREY,19,29
1966,FEMALE,SOUTH AFRICA,SOFIA,19,29
1966,FEMALE,SOUTH AFRICA,ERICA,19,29
1966,FEMALE,SOUTH AFRICA,MADISON,19,29
1966,FEMALE,SOUTH AFRICA,ERICA,19,29
1966,FEMALE,SOUTH AFRICA,ZAHRA,19,29
1966,FEMALE,SOUTH AFRICA,AUDREY,19,29
1966,FEMALE,SOUTH AFRICA,JESSIE,18,30
1966,FEMALE,SOUTH AFRICA,KATIE,18,30
1966,FEMALE,SOUTH AFRICA,PHOEBE,18,30
1966,FEMALE,SOUTH AFRICA,PHOEBE,18,30
1966,FEMALE,SOUTH AFRICA,RACHEL,18,30
1966,FEMALE,SOUTH AFRICA,EILEEN,18,30
1966,FEMALE,SOUTH AFRICA,XIN,18,30
1966,FEMALE,SOUTH AFRICA,JENNIFER,18,30
1966,FEMALE,SOUTH AFRICA,KATIE,18,30
1966,FEMALE,SOUTH AFRICA,XIN,18,30
1966,FEMALE,SOUTH AFRICA,JESSIE,18,30
1966,FEMALE,SOUTH AFRICA,EILEEN,18,30
1966,FEMALE,SOUTH AFRICA,JENNIFER,18,30
1966,FEMALE,SOUTH AFRICA,RACHEL,18,30
1966,FEMALE,SOUTH AFRICA,SERENA,17,31
1966,FEMALE,SOUTH AFRICA,SERENA,17,31
1966,FEMALE,SOUTH AFRICA,MILA,17,31
1966,FEMALE,SOUTH AFRICA,MILA,17,31
1966,FEMALE,SOUTH AFRICA,AYESHA,17,31
1966,FEMALE,SOUTH AFRICA,AYESHA,17,31
1966,FEMALE,SOUTH AFRICA,ALLISON,17,31
1966,FEMALE,SOUTH AFRICA,ALLISON,17,31
1966,FEMALE,SOUTH AFRICA,MARYAM,17,31
1966,FEMALE,SOUTH AFRICA,EVELYN,17,31
1966,FEMALE,SOUTH AFRICA,EVELYN,17,31
1966,FEMALE,SOUTH AFRICA,MARYAM,17,31
1966,FEMALE,SOUTH AFRICA,WENDY,16,32
1966,FEMALE,SOUTH AFRICA,BELLA,16,32
1966,FEMALE,SOUTH AFRICA,WENDY,16,32
1966,FEMALE,SOUTH AFRICA,SYEDA,16,32
1966,FEMALE,SOUTH AFRICA,SYEDA,16,32
1966,FEMALE,SOUTH AFRICA,BELLA,16,32
1966,FEMALE,SOUTH AFRICA,LILLIAN,16,32
1966,FEMALE,SOUTH AFRICA,LEAH,16,32
1966,FEMALE,SOUTH AFRICA,HAILEY,16,32
1966,FEMALE,SOUTH AFRICA,HAILEY,16,32
1966,FEMALE,SOUTH AFRICA,LEAH,16,32
1966,FEMALE,SOUTH AFRICA,LILLIAN,16,32
1966,FEMALE,SOUTH AFRICA,JOCELYN,15,33
1966,FEMALE,SOUTH AFRICA,ARIANA,15,33
1966,FEMALE,SOUTH AFRICA,ELIZABETH,15,33
1966,FEMALE,SOUTH AFRICA,LILY,15,33
1966,FEMALE,SOUTH AFRICA,VANESSA,15,33
1966,FEMALE,SOUTH AFRICA,JOCELYN,15,33
1966,FEMALE,SOUTH AFRICA,QUEENIE,15,33
1966,FEMALE,SOUTH AFRICA,QUEENIE,15,33
1966,FEMALE,SOUTH AFRICA,ELIZABETH,15,33
1966,FEMALE,SOUTH AFRICA,ARIANA,15,33
1966,FEMALE,SOUTH AFRICA,VANESSA,15,33
1966,FEMALE,SOUTH AFRICA,LILY,15,33
1966,FEMALE,SOUTH AFRICA,CHARLOTTE,14,34
1966,FEMALE,SOUTH AFRICA,ZARA,14,34
1966,FEMALE,SOUTH AFRICA,AMELIA,14,34
1966,FEMALE,SOUTH AFRICA,ANIKA,14,34
1966,FEMALE,SOUTH AFRICA,CINDY,14,34
1966,FEMALE,SOUTH AFRICA,CYNTHIA,14,34
1966,FEMALE,SOUTH AFRICA,JANICE,14,34
1966,FEMALE,SOUTH AFRICA,JOY,14,34
1966,FEMALE,SOUTH AFRICA,KATELYN,14,34
1966,FEMALE,SOUTH AFRICA,TINA,14,34
1966,FEMALE,SOUTH AFRICA,ZARA,14,34
1966,FEMALE,SOUTH AFRICA,AMELIA,14,34
1966,FEMALE,SOUTH AFRICA,ANIKA,14,34
1966,FEMALE,SOUTH AFRICA,CHARLOTTE,14,34
1966,FEMALE,SOUTH AFRICA,CINDY,14,34
1966,FEMALE,SOUTH AFRICA,CYNTHIA,14,34
1966,FEMALE,SOUTH AFRICA,JANICE,14,34
1966,FEMALE,SOUTH AFRICA,JOY,14,34
1966,FEMALE,SOUTH AFRICA,KATELYN,14,34
1966,FEMALE,SOUTH AFRICA,TINA,14,34
1966,FEMALE,SOUTH AFRICA,ADA,13,35
1966,FEMALE,SOUTH AFRICA,YU,13,35
1966,FEMALE,SOUTH AFRICA,ALEXANDRA,13,35
1966,FEMALE,SOUTH AFRICA,ERIN,13,35
1966,FEMALE,SOUTH AFRICA,BRIANNA,13,35
1966,FEMALE,SOUTH AFRICA,MELODY,13,35
1966,FEMALE,SOUTH AFRICA,SELENA,13,35
1966,FEMALE,SOUTH AFRICA,REBECCA,13,35
1966,FEMALE,SOUTH AFRICA,SELENA,13,35
1966,FEMALE,SOUTH AFRICA,BRIANNA,13,35
1966,FEMALE,SOUTH AFRICA,JANNAT,13,35
1966,FEMALE,SOUTH AFRICA,MELODY,13,35
1966,FEMALE,SOUTH AFRICA,ADA,13,35
1966,FEMALE,SOUTH AFRICA,LAUREN,13,35
1966,FEMALE,SOUTH AFRICA,GIANNA,13,35
1966,FEMALE,SOUTH AFRICA,JANNAT,13,35
1966,FEMALE,SOUTH AFRICA,YU,13,35
1966,FEMALE,SOUTH AFRICA,REBECCA,13,35
1966,FEMALE,SOUTH AFRICA,GIANNA,13,35
1966,FEMALE,SOUTH AFRICA,AMBER,13,35
1966,FEMALE,SOUTH AFRICA,AMBER,13,35
1966,FEMALE,SOUTH AFRICA,ALEXANDRA,13,35
1966,FEMALE,SOUTH AFRICA,KHLOE,13,35
1966,FEMALE,SOUTH AFRICA,ERIN,13,35
1966,FEMALE,SOUTH AFRICA,LAUREN,13,35
1966,FEMALE,SOUTH AFRICA,AISHA,13,35
1966,FEMALE,SOUTH AFRICA,AISHA,13,35
1966,FEMALE,SOUTH AFRICA,ELENA,12,36
1966,FEMALE,SOUTH AFRICA,ALEENA,12,36
1966,FEMALE,SOUTH AFRICA,ERIKA,12,36
1966,FEMALE,SOUTH AFRICA,ELENA,12,36
1966,FEMALE,SOUTH AFRICA,DIYA,12,36
1966,FEMALE,SOUTH AFRICA,JIA,12,36
1966,FEMALE,SOUTH AFRICA,CHRISTY,12,36
1966,FEMALE,SOUTH AFRICA,CECILIA,12,36
1966,FEMALE,SOUTH AFRICA,ARYA,12,36
1966,FEMALE,SOUTH AFRICA,ARIA,12,36
1966,FEMALE,SOUTH AFRICA,ALIYAH,12,36
1966,FEMALE,SOUTH AFRICA,ALEENA,12,36
1966,FEMALE,SOUTH AFRICA,MANDY,12,36
1966,FEMALE,SOUTH AFRICA,SHIRLEY,12,36
1966,FEMALE,SOUTH AFRICA,MINA,12,36
1966,FEMALE,SOUTH AFRICA,MINA,12,36
1966,FEMALE,SOUTH AFRICA,MANDY,12,36
1966,FEMALE,SOUTH AFRICA,JIA,12,36
1966,FEMALE,SOUTH AFRICA,ISABEL,12,36
1966,FEMALE,SOUTH AFRICA,ERIKA,12,36
1966,FEMALE,SOUTH AFRICA,SHIRLEY,12,36
1966,FEMALE,SOUTH AFRICA,DIYA,12,36
1966,FEMALE,SOUTH AFRICA,CHRISTY,12,36
1966,FEMALE,SOUTH AFRICA,CECILIA,12,36
1966,FEMALE,SOUTH AFRICA,ARYA,12,36
1966,FEMALE,SOUTH AFRICA,ARIA,12,36
1966,FEMALE,SOUTH AFRICA,ALIYAH,12,36
1966,FEMALE,SOUTH AFRICA,ISABEL,12,36
1966,FEMALE,SOUTH AFRICA,ELINA,11,37
1966,FEMALE,SOUTH AFRICA,KYLIE,11,37
1966,FEMALE,SOUTH AFRICA,CHRISTINE,11,37
1966,FEMALE,SOUTH AFRICA,STELLA,11,37
1966,FEMALE,SOUTH AFRICA,DAISY,11,37
1966,FEMALE,SOUTH AFRICA,ESHAL,11,37
1966,FEMALE,SOUTH AFRICA,CHRISTINE,11,37
1966,FEMALE,SOUTH AFRICA,DAISY,11,37
1966,FEMALE,SOUTH AFRICA,ARIANNA,11,37
1966,FEMALE,SOUTH AFRICA,KAITLYN,11,37
1966,FEMALE,SOUTH AFRICA,RAINA,11,37
1966,FEMALE,SOUTH AFRICA,KAITLYN,11,37
1966,FEMALE,SOUTH AFRICA,ISABELLE,11,37
1966,FEMALE,SOUTH AFRICA,ELINA,11,37
1966,FEMALE,SOUTH AFRICA,KYLIE,11,37
1966,FEMALE,SOUTH AFRICA,RAINA,11,37
1966,FEMALE,SOUTH AFRICA,ESHAL,11,37
1966,FEMALE,SOUTH AFRICA,STELLA,11,37
1966,FEMALE,SOUTH AFRICA,ARIANNA,11,37
1966,FEMALE,SOUTH AFRICA,ISABELLE,11,37
1966,FEMALE,SOUTH AFRICA,ALEXA,10,38
1966,FEMALE,SOUTH AFRICA,TANISHA,10,38
1966,FEMALE,SOUTH AFRICA,RENEE,10,38
1966,FEMALE,SOUTH AFRICA,MEGAN,10,38
1966,FEMALE,SOUTH AFRICA,MAGGIE,10,38
1966,FEMALE,SOUTH AFRICA,LEELA,10,38
1966,FEMALE,SOUTH AFRICA,KATE,10,38
1966,FEMALE,SOUTH AFRICA,HELEN,10,38
1966,FEMALE,SOUTH AFRICA,BONNIE,10,38
1966,FEMALE,SOUTH AFRICA,ANNABELLE,10,38
1966,FEMALE,SOUTH AFRICA,ANGIE,10,38
1966,FEMALE,SOUTH AFRICA,ALISHA,10,38
1966,FEMALE,SOUTH AFRICA,ALEXA,10,38
1966,FEMALE,SOUTH AFRICA,AIZA,10,38
1966,FEMALE,SOUTH AFRICA,TANISHA,10,38
1966,FEMALE,SOUTH AFRICA,RENEE,10,38
1966,FEMALE,SOUTH AFRICA,MEGAN,10,38
1966,FEMALE,SOUTH AFRICA,MAGGIE,10,38
1966,FEMALE,SOUTH AFRICA,LEELA,10,38
1966,FEMALE,SOUTH AFRICA,KATE,10,38
1966,FEMALE,SOUTH AFRICA,HELEN,10,38
1966,FEMALE,SOUTH AFRICA,BONNIE,10,38
1966,FEMALE,SOUTH AFRICA,ANNABELLE,10,38
1966,FEMALE,SOUTH AFRICA,ANGIE,10,38
1966,FEMALE,SOUTH AFRICA,ALISHA,10,38
1966,FEMALE,SOUTH AFRICA,AIZA,10,38
1966,FEMALE,GAUTENG,MADISON,176,1
1966,FEMALE,GAUTENG,MADISON,176,1
1966,FEMALE,GAUTENG,LONDON,92,2
1966,FEMALE,GAUTENG,LONDON,92,2
1966,FEMALE,GAUTENG,KAYLA,78,3
1966,FEMALE,GAUTENG,KAYLA,78,3
1966,FEMALE,GAUTENG,Sipho,72,4
1966,FEMALE,GAUTENG,Sipho,72,4
1966,FEMALE,GAUTENG,AALIYAH,69,5
1966,FEMALE,GAUTENG,AALIYAH,69,5
1966,FEMALE,GAUTENG,MAKAYLA,67,6
1966,FEMALE,GAUTENG,MAKAYLA,67,6
1966,FEMALE,GAUTENG,NEVAEH,60,7
1966,FEMALE,GAUTENG,NEVAEH,60,7
1966,FEMALE,GAUTENG,GABRIELLE,55,8
1966,FEMALE,GAUTENG,GABRIELLE,55,8
1966,FEMALE,GAUTENG,TAYLOR,53,9
1966,FEMALE,GAUTENG,TAYLOR,53,9
1966,FEMALE,GAUTENG,SERENITY,52,10
1966,FEMALE,GAUTENG,SERENITY,52,10
1966,FEMALE,GAUTENG,Lwazi,52,10
1966,FEMALE,GAUTENG,JADA,52,10
1966,FEMALE,GAUTENG,Lwazi,52,10
1966,FEMALE,GAUTENG,JADA,52,10
1966,FEMALE,GAUTENG,FATOUMATA,51,11
1966,FEMALE,GAUTENG,FATOUMATA,51,11
1966,FEMALE,GAUTENG,ABIGAIL,51,11
1966,FEMALE,GAUTENG,ABIGAIL,51,11
1966,FEMALE,GAUTENG,FAITH,46,12
